steps,rewards,prices,actions
3831,0.0,28838.16,1
3832,0.0,42730.0,1
3833,-0.005,43905.83,2
3834,-0.005,42505.92,0
3835,0.0,43059.96,1
3836,-0.005,43078.45,0
3837,-0.005,43069.51,2
3838,-0.005,42201.99,0
3839,0.0,42352.18,1
3840,-0.005,41663.81,0
3841,-0.005,40704.32,2
3842,-0.005,36455.47,2
3843,-0.005,35070.35,2
3844,-0.005,36251.6,2
3845,0.0,36669.17,1
3846,-0.005,36950.75,2
3847,-0.005,36796.91,0
3848,-0.005,37165.95,0
3849,-0.005,37716.57,2
3850,0.0,38167.4,1
3851,-0.005,37896.8,0
3852,-0.005,38463.88,2
3853,-0.005,38695.22,2
3854,-0.005,36893.08,0
3855,0.0,37310.29,1
3856,0.0,41560.38,1
3857,-0.005,41382.6,2
3858,-0.005,42381.72,0
3859,-0.005,43825.72,2
3860,-0.005,44032.87,2
3861,0.0,44374.57,1
3862,-0.005,43494.01,2
3863,-0.005,42373.59,0
3864,-0.005,42214.01,2
3865,-0.005,42050.67,2
3866,-0.005,42531.87,2
3867,-0.005,44544.44,0
3868,-0.005,43873.96,2
3869,-0.005,40512.64,2
3870,-0.005,39974.83,2
3871,0.0,40080.53,1
3872,-0.005,38381.48,0
3873,-0.005,37011.07,2
3874,-0.005,38238.96,2
3875,-0.005,37250.61,0
3876,0.0,38325.31,1
3877,-0.005,39214.93,2
3878,-0.005,39116.35,2
3879,-0.005,37697.69,2
3880,0.0,43169.33,1
3881,-0.005,44423.47,2
3882,-0.005,43892.99,2
3883,-0.005,42454.0,2
3884,0.0,39148.66,1
3885,0.0,39397.97,1
3886,0.0,38410.02,1
3887,-0.005,38002.97,2
3888,-0.005,38727.23,2
3889,-0.005,41942.66,2
3890,-0.005,39421.99,2
3891,-0.005,38729.6,0
3892,0.0,38809.95,1
3893,0.0,37774.94,1
3894,-0.005,39671.33,2
3895,-0.005,39280.36,0
3896,-0.005,41115.45,2
3897,-0.005,40913.06,2
3898,-0.005,41759.66,0
3899,-0.005,42206.03,2
3900,-0.005,41258.39,2
3901,0.0,41004.76,1
3902,0.0,42361.97,1
3903,-0.005,42884.03,2
3904,0.0,43991.51,1
3905,-0.005,44313.17,2
3906,-0.005,44511.26,2
3907,-0.005,46827.77,2
3908,-0.005,47122.2,0
3909,0.0,47434.8,1
3910,0.0,47067.12,1
3911,-0.005,45510.34,0
3912,-0.005,46280.5,2
3913,-0.005,45811.0,2
3914,-0.005,46407.36,2
3915,-0.005,46582.21,0
3916,-0.005,45497.54,2
3917,-0.005,43178.86,0
3918,-0.005,43455.21,0
3919,-0.005,42257.35,2
3920,-0.005,42753.97,2
3921,-0.005,42154.6,0
3922,-0.005,39530.45,2
3923,-0.005,40074.94,0
3924,-0.005,41147.79,0
3925,-0.005,39942.36,2
3926,0.0,40547.85,1
3927,-0.005,40378.7,2
3928,-0.005,39678.12,0
3929,-0.005,40801.14,0
3930,-0.005,41493.19,2
3931,-0.005,41361.6,0
3932,-0.005,40480.4,2
3933,0.0,39709.19,1
3934,-0.005,39441.6,0
3935,-0.005,39450.12,2
3936,-0.005,40426.09,2
3937,-0.005,38112.64,2
3938,-0.005,39235.72,0
3939,-0.005,39742.08,2
3940,0.0,38599.98,1
3941,-0.005,37630.8,0
3942,0.0,38469.11,1
3943,-0.005,38524.4,2
3944,-0.005,37728.94,0
3945,-0.005,39690.02,0
3946,-0.005,36552.98,2
3947,-0.005,36013.76,2
3948,-0.005,35472.41,0
3949,-0.005,34035.01,2
3950,-0.005,30090.73,2
3951,-0.005,31017.1,0
3952,0.0,29121.64,1
3953,-0.005,29027.16,0
3954,-0.005,29284.01,2
3955,-0.005,30086.57,2
3956,-0.005,31329.5,2
3957,-0.005,29866.96,2
3958,0.0,30443.99,1
3959,-0.005,28714.84,2
3960,-0.005,30319.22,2
3961,-0.005,29202.01,2
3962,-0.005,29452.34,2
3963,0.0,30296.21,1
3964,0.0,29097.85,1
3965,-0.005,29654.6,2
3966,-0.005,29542.4,0
3967,-0.005,29222.22,2
3968,-0.005,28624.76,2
3969,-0.005,29039.21,2
3970,-0.005,29468.09,2
3971,-0.005,31720.87,2
3972,-0.005,31787.62,2
3973,-0.005,29800.54,0
3974,-0.005,30461.95,2
3975,0.0,29700.29,1
3976,0.0,29864.98,1
3977,0.0,29917.92,1
3978,-0.005,31373.69,0
3979,-0.005,31130.5,0
3980,-0.005,30206.7,2
3981,-0.005,30105.97,0
3982,0.0,29089.65,1
3983,-0.005,28415.32,2
3984,-0.005,26575.51,2
3985,-0.005,22484.81,2
3986,0.0,22133.1,1
3987,-0.005,22582.08,0
3988,-0.005,20401.9,0
3989,-0.005,20468.8,0
3990,-0.005,18970.77,0
3991,-0.005,20576.7,0
3992,-0.005,20573.88,2
3993,0.0,20726.79,1
3994,-0.005,19984.0,2
3995,-0.005,21105.56,0
3996,-0.005,21234.47,0
3997,-0.005,21491.65,0
3998,-0.005,21045.67,0
3999,0.0,20739.72,1
4000,-0.005,20278.52,0
4001,-0.005,20120.8,2
4002,0.0,19947.18,1
4003,-0.005,19279.12,0
4004,0.0,19251.81,1
4005,-0.005,19314.82,2
4006,-0.005,20232.83,0
4007,-0.005,20180.7,2
4008,0.0,20565.79,1
4009,-0.005,21620.93,0
4010,-0.005,21601.52,2
4011,-0.005,21592.43,0
4012,-0.005,20862.86,0
4013,-0.005,19963.52,2
4014,-0.005,19331.59,2
4015,-0.005,20238.34,2
4016,-0.005,20590.81,0
4017,-0.005,20836.86,2
4018,-0.005,21197.99,2
4019,-0.005,20799.38,2
4020,-0.005,22446.45,2
4021,-0.005,23398.53,2
4022,-0.005,23224.2,0
4023,-0.005,23150.93,0
4024,0.0,22682.76,1
4025,-0.005,22448.79,2
4026,0.0,22580.93,1
4027,-0.005,21307.13,0
4028,-0.005,21248.14,0
4029,-0.005,22953.38,2
4030,-0.005,23846.55,2
4031,-0.005,23775.06,2
4032,-0.005,23640.76,2
4033,-0.005,23294.88,2
4034,-0.005,23266.69,2
4035,-0.005,22988.99,0
4036,-0.005,22821.79,2
4037,-0.005,22620.86,0
4038,-0.005,23311.0,2
4039,-0.005,22952.66,2
4040,-0.005,23174.19,0
4041,0.0,23813.52,1
4042,-0.005,23149.93,2
4043,-0.005,23953.09,2
4044,-0.005,23933.72,2
4045,-0.005,24401.08,2
4046,-0.005,24443.06,2
4047,-0.005,24306.16,0
4048,-0.005,24097.09,2
4049,-0.005,23855.58,0
4050,-0.005,23338.95,0
4051,-0.005,23193.13,2
4052,-0.005,20832.54,0
4053,-0.005,21139.41,2
4054,-0.005,21517.41,2
4055,-0.005,21400.7,2
4056,-0.005,21524.54,2
4057,-0.005,21368.55,0
4058,-0.005,21563.91,0
4059,-0.005,20245.45,0
4060,0.0,20036.43,1
4061,-0.005,19559.77,2
4062,-0.005,20288.71,2
4063,-0.005,19802.29,2
4064,-0.005,20049.68,2
4065,-0.005,20131.02,2
4066,-0.005,19949.22,2
4067,-0.005,19831.6,2
4068,-0.005,20003.48,2
4069,-0.005,19794.0,0
4070,-0.005,18789.66,0
4071,-0.005,19288.83,0
4072,-0.005,19318.5,0
4073,-0.005,21358.95,2
4074,-0.005,21650.41,2
4075,-0.005,21831.59,0
4076,-0.005,22397.75,0
4077,-0.005,20170.64,2
4078,-0.005,20220.86,2
4079,-0.005,19700.33,0
4080,-0.005,19804.15,2
4081,-0.005,20111.89,0
4082,-0.005,19414.58,2
4083,-0.005,19536.26,0
4084,-0.005,18874.21,0
4085,-0.005,18462.18,2
4086,-0.005,19399.77,2
4087,-0.005,19287.88,0
4088,-0.005,18921.26,2
4089,-0.005,18810.35,2
4090,-0.005,19226.0,0
4091,-0.005,19080.13,0
4092,-0.005,19414.09,2
4093,-0.005,19588.35,2
4094,-0.005,19420.7,2
4095,-0.005,19306.96,2
4096,-0.005,19056.27,0
4097,-0.005,19627.03,2
4098,-0.005,20329.81,2
4099,-0.005,20156.61,0
4100,-0.005,19962.98,0
4101,-0.005,19525.39,0
4102,-0.005,19413.49,0
4103,-0.005,19443.96,0
4104,-0.005,19131.37,2
4105,-0.005,19055.69,0
4106,-0.005,19156.55,2
4107,-0.005,19375.58,2
4108,0.0,19177.67,1
4109,-0.005,19069.71,2
4110,0.0,19267.0,1
4111,-0.005,19547.01,2
4112,-0.005,19327.18,2
4113,-0.005,19124.55,0
4114,-0.005,19041.91,2
4115,0.0,19161.86,1
4116,-0.005,19198.82,2
4117,-0.005,19567.91,0
4118,-0.005,19333.71,2
4119,0.0,20081.65,1
4120,-0.005,20769.24,0
4121,-0.005,20284.81,0
4122,-0.005,20593.05,0
4123,-0.005,20809.41,2
4124,-0.005,20626.25,2
4125,-0.005,20491.01,2
4126,-0.005,20484.48,2
4127,-0.005,20151.3,0
4128,-0.005,20207.92,0
4129,-0.005,21144.35,2
4130,-0.005,21298.67,0
4131,-0.005,20909.54,2
4132,-0.005,20588.72,2
4133,-0.005,18544.85,2
4134,-0.005,15914.31,2
4135,0.0,17602.43,1
4136,-0.005,17051.1,2
4137,0.0,16803.53,1
4138,-0.005,16332.58,2
4139,-0.005,16616.67,2
4140,-0.005,16898.13,0
4141,-0.005,16662.13,2
4142,-0.005,16694.11,0
4143,-0.005,16698.08,2
4144,-0.005,16706.23,0
4145,-0.005,16287.14,0
4146,-0.005,15778.69,0
4147,-0.005,16222.14,2
4148,-0.005,16607.84,2
4149,-0.005,16598.9,0
4150,-0.005,16529.27,2
4151,-0.005,16455.03,2
4152,-0.005,16427.99,0
4153,-0.005,16214.19,0
4154,-0.005,16441.83,0
4155,-0.005,17165.51,2
4156,-0.005,16978.21,2
4157,-0.005,17092.93,0
4158,0.0,16883.8,1
4159,-0.005,17111.01,2
4160,-0.005,16964.29,2
4161,-0.005,17086.41,2
4162,-0.005,16835.81,2
4163,-0.005,17224.8,2
4164,-0.005,17129.52,0
4165,-0.005,17126.06,0
4166,-0.005,17091.48,2
4167,-0.005,17210.7,0
4168,-0.005,17775.88,2
4169,-0.005,17799.93,2
4170,-0.005,17358.0,0
4171,-0.005,16631.94,0
4172,-0.005,16775.85,2
4173,-0.005,16738.72,2
4174,-0.005,16441.58,0
4175,-0.005,16895.72,2
4176,-0.005,16829.26,2
4177,-0.005,16822.47,2
4178,-0.005,16779.45,2
4179,0.0,16834.55,1
4180,-0.005,16831.32,2
4181,-0.005,16916.77,2
4182,-0.005,16705.47,2
4183,-0.005,16546.52,2
4184,-0.005,16636.0,2
4185,-0.005,16608.02,2
4186,-0.005,16541.26,2
4187,-0.005,16617.0,2
4188,-0.005,16673.32,2
4189,-0.005,16674.3,2
4190,-0.005,16850.41,0
4191,-0.005,16831.72,2
4192,-0.005,16950.67,2
4193,-0.005,16943.59,0
4194,-0.005,17128.31,2
4195,-0.005,17178.31,2
4196,-0.005,17440.12,0
4197,-0.005,17942.41,2
4198,-0.005,18850.01,2
4199,-0.005,19929.62,0
4200,-0.005,20953.35,0
4201,-0.005,20872.5,0
4202,-0.005,21185.55,2
4203,-0.005,21134.66,2
4204,-0.005,20679.41,2
4205,-0.005,21073.2,2
4206,-0.005,22669.11,2
4207,-0.005,22780.31,2
4208,-0.005,22708.48,0
4209,0.0,22912.95,1
4210,0.0,22633.28,1
4211,-0.005,23057.58,0
4212,-0.005,23007.23,0
4213,0.0,23072.46,1
4214,-0.005,23021.85,2
4215,-0.005,23747.03,0
4216,-0.005,22827.54,0
4217,-0.005,23130.07,0
4218,-0.005,23731.4,2
4219,-0.005,23487.08,2
4220,-0.005,23431.73,0
4221,-0.005,23327.32,0
4222,0.0,22928.72,1
4223,-0.005,22761.88,2
4224,-0.005,23243.64,0
4225,-0.005,22960.73,2
4226,-0.005,21797.17,2
4227,-0.005,21633.78,2
4228,-0.005,21860.86,2
4229,-0.005,21784.39,0
4230,-0.005,21774.25,2
4231,-0.005,22202.76,0
4232,-0.005,24327.98,2
4233,-0.005,23511.81,0
4234,-0.005,24573.38,2
4235,-0.005,24632.15,0
4236,-0.005,24278.24,2
4237,-0.005,24841.69,2
4238,-0.005,24451.98,0
4239,-0.005,24182.92,2
4240,-0.005,23937.74,2
4241,-0.005,23184.48,2
4242,-0.005,23164.25,2
4243,-0.005,23555.9,2
4244,-0.005,23492.78,2
4245,-0.005,23141.46,2
4246,-0.005,23633.88,2
4247,0.0,23464.98,1
4248,-0.005,22354.37,2
4249,-0.005,22346.7,0
4250,-0.005,22429.42,2
4251,-0.005,22408.85,0
4252,-0.005,22198.4,2
4253,-0.005,21704.03,2
4254,-0.005,20361.01,0
4255,-0.005,20151.4,0
4256,-0.005,20458.41,2
4257,-0.005,21995.43,0
4258,-0.005,24107.64,2
4259,-0.005,24674.77,2
4260,-0.005,24284.73,0
4261,-0.005,25002.0,0
4262,-0.005,27384.78,2
4263,-0.005,26907.5,2
4264,-0.005,27966.67,2
4265,-0.005,27721.39,2
4266,0.0,28107.3,1
4267,0.0,27251.05,1
4268,0.0,28295.26,1
4269,-0.005,27444.7,2
4270,-0.005,27468.53,2
4271,-0.005,27968.15,2
4272,-0.005,27124.14,2
4273,-0.005,27260.96,2
4274,-0.005,28348.58,0
4275,-0.005,28028.54,2
4276,-0.005,28465.68,2
4277,-0.005,28453.34,0
4278,-0.005,28171.43,2
4279,-0.005,27801.61,2
4280,-0.005,28165.77,0
4281,-0.005,28171.89,2
4282,-0.005,28034.11,0
4283,-0.005,27906.45,2
4284,-0.005,27938.47,2
4285,-0.005,28322.81,2
4286,-0.005,29637.2,2
4287,0.0,30199.91,1
4288,0.0,29888.27,1
4289,0.0,30375.59,1
4290,-0.005,30466.97,2
4291,0.0,30295.01,1
4292,-0.005,30307.29,2
4293,-0.005,29429.92,0
4294,-0.005,30380.16,0
4295,-0.005,28809.79,2
4296,-0.005,28243.94,0
4297,-0.005,27262.95,2
4298,-0.005,27812.99,2
4299,-0.005,27590.46,2
4300,-0.005,27511.13,0
4301,-0.005,28300.8,2
4302,-0.005,28415.3,0
4303,-0.005,29472.78,2
4304,-0.005,29311.7,2
4305,0.0,29230.45,1
4306,-0.005,29219.22,2
4307,-0.005,28068.27,2
4308,0.0,28669.86,1
4309,-0.005,29026.15,2
4310,-0.005,28838.16,2
4311,-0.005,42730.0,2
4312,-0.005,43905.83,0
4313,-0.005,42505.92,0
4314,-0.005,43059.96,2
4315,-0.005,43078.45,2
4316,-0.005,43069.51,2
4317,-0.005,42201.99,2
4318,-0.005,42352.18,0
4319,0.0,41663.81,1
4320,-0.005,40704.32,2
4321,-0.005,36455.47,0
4322,-0.005,35070.35,2
4323,-0.005,36251.6,2
4324,-0.005,36669.17,2
4325,-0.005,36950.75,2
4326,-0.005,36796.91,2
4327,-0.005,37165.95,0
4328,-0.005,37716.57,0
4329,-0.005,38167.4,2
4330,-0.005,37896.8,0
4331,-0.005,38463.88,2
4332,-0.005,38695.22,0
4333,-0.005,36893.08,2
4334,-0.005,37310.29,2
4335,-0.005,41560.38,2
4336,0.0,41382.6,1
4337,-0.005,42381.72,2
4338,-0.005,43825.72,2
4339,-0.005,44032.87,2
4340,-0.005,44374.57,2
4341,-0.005,43494.01,2
4342,-0.005,42373.59,0
4343,-0.005,42214.01,0
4344,-0.005,42050.67,2
4345,-0.005,42531.87,2
4346,0.0,44544.44,1
4347,-0.005,43873.96,0
4348,-0.005,40512.64,2
4349,-0.005,39974.83,2
4350,-0.005,40080.53,0
4351,0.0,38381.48,1
4352,0.0,37011.07,1
4353,-0.005,38238.96,2
4354,0.0,37250.61,1
4355,-0.005,38325.31,2
4356,0.0,39214.93,1
4357,-0.005,39116.35,0
4358,-0.005,37697.69,2
4359,0.0,43169.33,1
4360,0.0,44423.47,1
4361,-0.005,43892.99,0
4362,0.0,42454.0,1
4363,-0.005,39148.66,0
4364,0.0,39397.97,1
4365,-0.005,38410.02,0
4366,-0.005,38002.97,2
4367,-0.005,38727.23,0
4368,0.0,41942.66,1
4369,-0.005,39421.99,2
4370,-0.005,38729.6,2
4371,-0.005,38809.95,0
4372,-0.005,37774.94,2
4373,-0.005,39671.33,2
4374,-0.005,39280.36,0
4375,-0.005,41115.45,2
4376,-0.005,40913.06,2
4377,0.0,41759.66,1
4378,-0.005,42206.03,2
4379,-0.005,41258.39,2
4380,-0.005,41004.76,0
4381,-0.005,42361.97,2
4382,-0.005,42884.03,0
4383,-0.005,43991.51,0
4384,-0.005,44313.17,2
4385,-0.005,44511.26,2
4386,-0.005,46827.77,2
4387,-0.005,47122.2,2
4388,0.0,47434.8,1
4389,-0.005,47067.12,0
4390,-0.005,45510.34,2
4391,-0.005,46280.5,2
4392,-0.005,45811.0,2
4393,-0.005,46407.36,2
4394,-0.005,46582.21,2
4395,-0.005,45497.54,0
4396,0.0,43178.86,1
4397,0.0,43455.21,1
4398,-0.005,42257.35,2
4399,-0.005,42753.97,2
4400,-0.005,42154.6,0
4401,-0.005,39530.45,0
4402,-0.005,40074.94,0
4403,-0.005,41147.79,2
4404,-0.005,39942.36,2
4405,-0.005,40547.85,0
4406,-0.005,40378.7,2
4407,-0.005,39678.12,0
4408,-0.005,40801.14,2
4409,0.0,41493.19,1
4410,-0.005,41361.6,2
4411,-0.005,40480.4,2
4412,0.0,39709.19,1
4413,-0.005,39441.6,2
4414,0.0,39450.12,1
4415,-0.005,40426.09,0
4416,-0.005,38112.64,2
4417,-0.005,39235.72,2
4418,0.0,39742.08,1
4419,0.0,38599.98,1
4420,-0.005,37630.8,2
4421,0.0,38469.11,1
4422,-0.005,38524.4,2
4423,-0.005,37728.94,2
4424,-0.005,39690.02,2
4425,-0.005,36552.98,2
4426,-0.005,36013.76,2
4427,-0.005,35472.41,0
4428,-0.005,34035.01,2
4429,0.0,30090.73,1
4430,0.0,31017.1,1
4431,0.0,29121.64,1
4432,-0.005,29027.16,2
4433,-0.005,29284.01,0
4434,-0.005,30086.57,0
4435,-0.005,31329.5,0
4436,-0.005,29866.96,2
4437,0.0,30443.99,1
4438,-0.005,28714.84,2
4439,-0.005,30319.22,0
4440,-0.005,29202.01,2
4441,0.0,29452.34,1
4442,0.0,30296.21,1
4443,0.0,29097.85,1
4444,-0.005,29654.6,2
4445,0.0,29542.4,1
4446,-0.005,29222.22,0
4447,-0.005,28624.76,0
4448,-0.005,29039.21,2
4449,-0.005,29468.09,2
4450,-0.005,31720.87,0
4451,0.0,31787.62,1
4452,-0.005,29800.54,2
4453,-0.005,30461.95,2
4454,-0.005,29700.29,2
4455,-0.005,29864.98,2
4456,-0.005,29917.92,2
4457,-0.005,31373.69,2
4458,-0.005,31130.5,2
4459,-0.005,30206.7,2
4460,-0.005,30105.97,2
4461,-0.005,29089.65,2
4462,-0.005,28415.32,0
4463,-0.005,26575.51,2
4464,-0.005,22484.81,2
4465,-0.005,22133.1,2
4466,-0.005,22582.08,2
4467,-0.005,20401.9,2
4468,-0.005,20468.8,2
4469,-0.005,18970.77,0
4470,-0.005,20576.7,0
4471,-0.005,20573.88,0
4472,-0.005,20726.79,2
4473,-0.005,19984.0,0
4474,-0.005,21105.56,2
4475,-0.005,21234.47,2
4476,-0.005,21491.65,2
4477,-0.005,21045.67,0
4478,-0.005,20739.72,0
4479,-0.005,20278.52,2
4480,-0.005,20120.8,2
4481,-0.005,19947.18,0
4482,-0.005,19279.12,0
4483,-0.005,19251.81,0
4484,-0.005,19314.82,0
4485,-0.005,20232.83,2
4486,-0.005,20180.7,2
4487,-0.005,20565.79,0
4488,-0.005,21620.93,0
4489,-0.005,21601.52,2
4490,-0.005,21592.43,2
4491,-0.005,20862.86,2
4492,-0.005,19963.52,0
4493,-0.005,19331.59,2
4494,-0.005,20238.34,2
4495,-0.005,20590.81,0
4496,-0.005,20836.86,2
4497,-0.005,21197.99,2
4498,-0.005,20799.38,0
4499,-0.005,22446.45,2
4500,-0.005,23398.53,2
4501,-0.005,23224.2,0
4502,-0.005,23150.93,2
4503,-0.005,22682.76,2
4504,-0.005,22448.79,0
4505,-0.005,22580.93,2
4506,-0.005,21307.13,0
4507,-0.005,21248.14,0
4508,-0.005,22953.38,2
4509,-0.005,23846.55,2
4510,-0.005,23775.06,2
4511,-0.005,23640.76,2
4512,-0.005,23294.88,0
4513,-0.005,23266.69,0
4514,-0.005,22988.99,2
4515,-0.005,22821.79,2
4516,-0.005,22620.86,0
4517,-0.005,23311.0,0
4518,0.0,22952.66,1
4519,-0.005,23174.19,2
4520,-0.005,23813.52,2
4521,-0.005,23149.93,2
4522,-0.005,23953.09,2
4523,-0.005,23933.72,2
4524,0.0,24401.08,1
4525,-0.005,24443.06,0
4526,-0.005,24306.16,2
4527,-0.005,24097.09,2
4528,-0.005,23855.58,0
4529,-0.005,23338.95,2
4530,-0.005,23193.13,2
4531,-0.005,20832.54,0
4532,-0.005,21139.41,0
4533,-0.005,21517.41,0
4534,-0.005,21400.7,0
4535,-0.005,21524.54,2
4536,-0.005,21368.55,2
4537,-0.005,21563.91,0
4538,-0.005,20245.45,2
4539,-0.005,20036.43,0
4540,-0.005,19559.77,2
4541,-0.005,20288.71,0
4542,-0.005,19802.29,2
4543,-0.005,20049.68,2
4544,-0.005,20131.02,2
4545,-0.005,19949.22,2
4546,-0.005,19831.6,0
4547,-0.005,20003.48,0
4548,-0.005,19794.0,2
4549,-0.005,18789.66,2
4550,-0.005,19288.83,2
4551,-0.005,19318.5,0
4552,-0.005,21358.95,0
4553,0.0,21650.41,1
4554,-0.005,21831.59,2
4555,0.0,22397.75,1
4556,-0.005,20170.64,2
4557,-0.005,20220.86,2
4558,0.0,19700.33,1
4559,-0.005,19804.15,2
4560,-0.005,20111.89,0
4561,-0.005,19414.58,2
4562,-0.005,19536.26,2
4563,-0.005,18874.21,0
4564,-0.005,18462.18,2
4565,-0.005,19399.77,0
4566,-0.005,19287.88,2
4567,-0.005,18921.26,0
4568,-0.005,18810.35,0
4569,0.0,19226.0,1
4570,-0.005,19080.13,2
4571,-0.005,19414.09,2
4572,-0.005,19588.35,0
4573,-0.005,19420.7,2
4574,0.0,19306.96,1
4575,-0.005,19056.27,2
4576,-0.005,19627.03,2
4577,-0.005,20329.81,2
4578,-0.005,20156.61,0
4579,-0.005,19962.98,2
4580,-0.005,19525.39,0
4581,-0.005,19413.49,2
4582,-0.005,19443.96,2
4583,-0.005,19131.37,2
4584,0.0,19055.69,1
4585,-0.005,19156.55,0
4586,-0.005,19375.58,0
4587,-0.005,19177.67,2
4588,-0.005,19069.71,2
4589,-0.005,19267.0,2
4590,-0.005,19547.01,2
4591,-0.005,19327.18,2
4592,-0.005,19124.55,2
4593,-0.005,19041.91,2
4594,-0.005,19161.86,2
4595,-0.005,19198.82,0
4596,-0.005,19567.91,0
4597,-0.005,19333.71,2
4598,-0.005,20081.65,2
4599,-0.005,20769.24,2
4600,-0.005,20284.81,2
4601,-0.005,20593.05,0
4602,0.0,20809.41,1
4603,-0.005,20626.25,2
4604,0.0,20491.01,1
4605,-0.005,20484.48,0
4606,-0.005,20151.3,2
4607,-0.005,20207.92,0
4608,0.0,21144.35,1
4609,-0.005,21298.67,0
4610,-0.005,20909.54,2
4611,0.0,20588.72,1
4612,-0.005,18544.85,0
4613,-0.005,15914.31,0
4614,-0.005,17602.43,0
4615,-0.005,17051.1,0
4616,-0.005,16803.53,0
4617,-0.005,16332.58,2
4618,-0.005,16616.67,2
4619,-0.005,16898.13,2
4620,-0.005,16662.13,2
4621,-0.005,16694.11,0
4622,-0.005,16698.08,0
4623,-0.005,16706.23,2
4624,-0.005,16287.14,2
4625,-0.005,15778.69,0
4626,-0.005,16222.14,2
4627,-0.005,16607.84,0
4628,-0.005,16598.9,0
4629,-0.005,16529.27,0
4630,-0.005,16455.03,2
4631,-0.005,16427.99,0
4632,-0.005,16214.19,0
4633,0.0,16441.83,1
4634,-0.005,17165.51,2
4635,-0.005,16978.21,2
4636,-0.005,17092.93,2
4637,-0.005,16883.8,2
4638,0.0,17111.01,1
4639,-0.005,16964.29,2
4640,-0.005,17086.41,2
4641,-0.005,16835.81,0
4642,-0.005,17224.8,0
4643,-0.005,17129.52,0
4644,-0.005,17126.06,0
4645,-0.005,17091.48,2
4646,-0.005,17210.7,2
4647,-0.005,17775.88,2
4648,-0.005,17799.93,2
4649,-0.005,17358.0,2
4650,-0.005,16631.94,0
4651,-0.005,16775.85,0
4652,-0.005,16738.72,0
4653,0.0,16441.58,1
4654,-0.005,16895.72,0
4655,0.0,16829.26,1
4656,-0.005,16822.47,2
4657,-0.005,16779.45,0
4658,-0.005,16834.55,2
4659,-0.005,16831.32,0
4660,-0.005,16916.77,0
4661,-0.005,16705.47,2
4662,-0.005,16546.52,2
4663,0.0,16636.0,1
4664,0.0,16608.02,1
4665,-0.005,16541.26,2
4666,-0.005,16617.0,2
4667,-0.005,16673.32,2
4668,0.0,16674.3,1
4669,-0.005,16850.41,2
4670,-0.005,16831.72,2
4671,0.0,16950.67,1
4672,-0.005,16943.59,2
4673,-0.005,17128.31,2
4674,-0.005,17178.31,0
4675,-0.005,17440.12,2
4676,-0.005,17942.41,2
4677,-0.005,18850.01,2
4678,-0.005,19929.62,0
4679,-0.005,20953.35,0
4680,-0.005,20872.5,2
4681,-0.005,21185.55,2
4682,-0.005,21134.66,2
4683,-0.005,20679.41,0
4684,-0.005,21073.2,2
4685,-0.005,22669.11,0
4686,-0.005,22780.31,2
4687,-0.005,22708.48,2
4688,-0.005,22912.95,0
4689,-0.005,22633.28,2
4690,-0.005,23057.58,2
4691,-0.005,23007.23,2
4692,-0.005,23072.46,0
4693,-0.005,23021.85,2
4694,-0.005,23747.03,2
4695,-0.005,22827.54,2
4696,-0.005,23130.07,0
4697,-0.005,23731.4,0
4698,0.0,23487.08,1
4699,-0.005,23431.73,0
4700,-0.005,23327.32,2
4701,-0.005,22928.72,2
4702,-0.005,22761.88,2
4703,-0.005,23243.64,2
4704,-0.005,22960.73,2
4705,-0.005,21797.17,0
4706,-0.005,21633.78,0
4707,-0.005,21860.86,2
4708,-0.005,21784.39,0
4709,-0.005,21774.25,2
4710,-0.005,22202.76,2
4711,-0.005,24327.98,2
4712,0.0,23511.81,1
4713,-0.005,24573.38,2
4714,-0.005,24632.15,0
4715,-0.005,24278.24,2
4716,0.0,24841.69,1
4717,-0.005,24451.98,0
4718,-0.005,24182.92,2
4719,-0.005,23937.74,2
4720,-0.005,23184.48,2
4721,-0.005,23164.25,0
4722,-0.005,23555.9,2
4723,-0.005,23492.78,0
4724,-0.005,23141.46,0
4725,-0.005,23633.88,2
4726,-0.005,23464.98,2
4727,0.0,22354.37,1
4728,-0.005,22346.7,0
4729,0.0,22429.42,1
4730,-0.005,22408.85,2
4731,-0.005,22198.4,0
4732,-0.005,21704.03,2
4733,-0.005,20361.01,2
4734,-0.005,20151.4,0
4735,0.0,20458.41,1
4736,-0.005,21995.43,0
4737,0.0,24107.64,1
4738,-0.005,24674.77,2
4739,-0.005,24284.73,2
4740,0.0,25002.0,1
4741,-0.005,27384.78,2
4742,-0.005,26907.5,2
4743,-0.005,27966.67,2
4744,-0.005,27721.39,2
4745,-0.005,28107.3,0
4746,-0.005,27251.05,2
4747,-0.005,28295.26,2
4748,-0.005,27444.7,0
4749,0.0,27468.53,1
4750,-0.005,27968.15,0
4751,-0.005,27124.14,2
4752,-0.005,27260.96,2
4753,-0.005,28348.58,2
4754,-0.005,28028.54,2
4755,-0.005,28465.68,2
4756,-0.005,28453.34,2
4757,-0.005,28171.43,2
4758,0.0,27801.61,1
4759,0.0,28165.77,1
4760,-0.005,28171.89,0
4761,-0.005,28034.11,2
4762,-0.005,27906.45,2
4763,-0.005,27938.47,2
4764,-0.005,28322.81,2
4765,-0.005,29637.2,2
4766,0.0,30199.91,1
4767,-0.005,29888.27,2
4768,-0.005,30375.59,2
4769,0.0,30466.97,1
4770,-0.005,30295.01,2
4771,-0.005,30307.29,2
