steps,rewards,prices,actions
10282,-0.005,21400.7,2
10283,-0.005,21524.54,2
10284,-0.005,21368.55,2
10285,-0.005,21563.91,0
10286,-0.005,20245.45,2
10287,0.0,20036.43,1
10288,0.0,19559.77,1
10289,-0.005,20288.71,2
10290,-0.005,19802.29,2
10291,0.0,20049.68,1
10292,-0.005,20131.02,0
10293,-0.005,19949.22,0
10294,-0.005,19831.6,2
10295,-0.005,20003.48,2
10296,-0.005,19794.0,0
10297,-0.005,18789.66,2
10298,-0.005,19288.83,0
10299,0.0,19318.5,1
10300,-0.005,21358.95,2
10301,0.0,21650.41,1
10302,-0.005,21831.59,2
10303,-0.005,22397.75,0
10304,-0.005,20170.64,2
10305,-0.005,20220.86,2
10306,-0.005,19700.33,0
10307,-0.005,19804.15,0
10308,-0.005,20111.89,2
10309,-0.005,19414.58,2
10310,-0.005,19536.26,0
10311,-0.005,18874.21,2
10312,-0.005,18462.18,0
10313,-0.005,19399.77,0
10314,-0.005,19287.88,2
10315,0.0,18921.26,1
10316,-0.005,18810.35,2
10317,-0.005,19226.0,0
10318,-0.005,19080.13,2
10319,-0.005,19414.09,2
10320,-0.005,19588.35,2
10321,-0.005,19420.7,2
10322,-0.005,19306.96,2
10323,-0.005,19056.27,2
10324,-0.005,19627.03,2
10325,-0.005,20329.81,2
10326,-0.005,20156.61,0
10327,-0.005,19962.98,2
10328,-0.005,19525.39,0
10329,-0.005,19413.49,2
10330,-0.005,19443.96,0
10331,-0.005,19131.37,0
10332,0.0,19055.69,1
10333,-0.005,19156.55,2
10334,-0.005,19375.58,2
10335,0.0,19177.67,1
10336,-0.005,19069.71,0
10337,-0.005,19267.0,0
10338,-0.005,19547.01,0
10339,-0.005,19327.18,2
10340,-0.005,19124.55,2
10341,-0.005,19041.91,2
10342,-0.005,19161.86,0
10343,0.0,19198.82,1
10344,-0.005,19567.91,2
10345,-0.005,19333.71,0
10346,-0.005,20081.65,2
10347,-0.005,20769.24,2
10348,-0.005,20284.81,2
10349,0.0,20593.05,1
10350,-0.005,20809.41,0
10351,-0.005,20626.25,2
10352,-0.005,20491.01,0
10353,-0.005,20484.48,0
10354,-0.005,20151.3,2
10355,-0.005,20207.92,2
10356,-0.005,21144.35,2
10357,-0.005,21298.67,2
10358,-0.005,20909.54,2
10359,0.0,20588.72,1
10360,-0.005,18544.85,2
10361,-0.005,15914.31,2
10362,-0.005,17602.43,2
10363,-0.005,17051.1,2
10364,-0.005,16803.53,0
10365,-0.005,16332.58,2
10366,-0.005,16616.67,0
10367,-0.005,16898.13,0
10368,-0.005,16662.13,0
10369,-0.005,16694.11,0
10370,-0.005,16698.08,0
10371,-0.005,16706.23,2
10372,-0.005,16287.14,0
10373,-0.005,15778.69,0
10374,-0.005,16222.14,2
10375,-0.005,16607.84,2
10376,-0.005,16598.9,2
10377,-0.005,16529.27,2
10378,-0.005,16455.03,0
10379,-0.005,16427.99,0
10380,-0.005,16214.19,2
10381,-0.005,16441.83,0
10382,-0.005,17165.51,2
10383,-0.005,16978.21,0
10384,-0.005,17092.93,2
10385,-0.005,16883.8,2
10386,-0.005,17111.01,2
10387,0.0,16964.29,1
10388,0.0,17086.41,1
10389,-0.005,16835.81,0
10390,-0.005,17224.8,0
10391,-0.005,17129.52,0
10392,-0.005,17126.06,2
10393,-0.005,17091.48,2
10394,-0.005,17210.7,2
10395,-0.005,17775.88,2
10396,-0.005,17799.93,0
10397,0.0,17358.0,1
10398,-0.005,16631.94,0
10399,-0.005,16775.85,2
10400,-0.005,16738.72,2
10401,-0.005,16441.58,0
10402,-0.005,16895.72,2
10403,-0.005,16829.26,2
10404,-0.005,16822.47,2
10405,-0.005,16779.45,0
10406,0.0,16834.55,1
10407,-0.005,16831.32,0
10408,-0.005,16916.77,2
10409,-0.005,16705.47,2
10410,-0.005,16546.52,0
10411,0.0,16636.0,1
10412,-0.005,16608.02,2
10413,-0.005,16541.26,2
10414,-0.005,16617.0,2
10415,-0.005,16673.32,0
10416,-0.005,16674.3,2
10417,-0.005,16850.41,0
10418,-0.005,16831.72,0
10419,-0.005,16950.67,0
10420,-0.005,16943.59,0
10421,-0.005,17128.31,2
10422,-0.005,17178.31,0
10423,-0.005,17440.12,0
10424,0.0,17942.41,1
10425,-0.005,18850.01,0
10426,-0.005,19929.62,2
10427,-0.005,20953.35,0
10428,-0.005,20872.5,0
10429,-0.005,21185.55,2
10430,-0.005,21134.66,2
10431,-0.005,20679.41,0
10432,-0.005,21073.2,0
10433,0.0,22669.11,1
10434,-0.005,22780.31,0
10435,-0.005,22708.48,2
10436,-0.005,22912.95,0
10437,-0.005,22633.28,0
10438,-0.005,23057.58,2
10439,-0.005,23007.23,0
10440,-0.005,23072.46,2
10441,-0.005,23021.85,0
10442,-0.005,23747.03,0
10443,-0.005,22827.54,2
10444,-0.005,23130.07,2
10445,-0.005,23731.4,0
10446,-0.005,23487.08,0
10447,-0.005,23431.73,2
10448,-0.005,23327.32,0
10449,0.0,22928.72,1
10450,-0.005,22761.88,2
10451,-0.005,23243.64,0
10452,-0.005,22960.73,0
10453,-0.005,21797.17,0
10454,-0.005,21633.78,2
10455,-0.005,21860.86,2
10456,-0.005,21784.39,0
10457,0.0,21774.25,1
10458,-0.005,22202.76,0
10459,-0.005,24327.98,2
10460,-0.005,23511.81,0
10461,-0.005,24573.38,2
10462,-0.005,24632.15,0
10463,-0.005,24278.24,2
10464,-0.005,24841.69,2
10465,-0.005,24451.98,2
10466,-0.005,24182.92,2
10467,-0.005,23937.74,2
10468,-0.005,23184.48,2
10469,0.0,23164.25,1
10470,-0.005,23555.9,2
10471,-0.005,23492.78,2
10472,-0.005,23141.46,0
10473,-0.005,23633.88,2
10474,0.0,23464.98,1
10475,-0.005,22354.37,2
10476,-0.005,22346.7,2
10477,-0.005,22429.42,0
10478,-0.005,22408.85,2
10479,-0.005,22198.4,0
10480,-0.005,21704.03,2
10481,-0.005,20361.01,0
10482,-0.005,20151.4,0
10483,-0.005,20458.41,2
10484,-0.005,21995.43,2
10485,-0.005,24107.64,2
10486,0.0,24674.77,1
10487,-0.005,24284.73,2
10488,-0.005,25002.0,2
10489,-0.005,27384.78,2
10490,-0.005,26907.5,2
10491,-0.005,27966.67,2
10492,-0.005,27721.39,2
10493,-0.005,28107.3,2
10494,-0.005,27251.05,0
10495,-0.005,28295.26,2
10496,-0.005,27444.7,2
10497,-0.005,27468.53,2
10498,-0.005,27968.15,2
10499,-0.005,27124.14,2
10500,-0.005,27260.96,2
10501,-0.005,28348.58,2
10502,-0.005,28028.54,0
10503,-0.005,28465.68,0
10504,-0.005,28453.34,0
10505,-0.005,28171.43,0
10506,-0.005,27801.61,2
10507,-0.005,28165.77,2
10508,-0.005,28171.89,2
10509,-0.005,28034.11,2
10510,-0.005,27906.45,2
10511,-0.005,27938.47,2
10512,-0.005,28322.81,2
10513,-0.005,29637.2,2
10514,-0.005,30199.91,2
10515,-0.005,29888.27,2
10516,0.0,30375.59,1
10517,-0.005,30466.97,2
10518,-0.005,30295.01,0
10519,-0.005,30307.29,2
10520,-0.005,29429.92,2
10521,0.0,30380.16,1
10522,0.0,28809.79,1
10523,-0.005,28243.94,2
10524,-0.005,27262.95,2
10525,-0.005,27812.99,2
10526,-0.005,27590.46,2
10527,0.0,27511.13,1
10528,-0.005,28300.8,2
10529,0.0,28415.3,1
10530,-0.005,29472.78,2
10531,-0.005,29311.7,2
10532,-0.005,29230.45,0
10533,-0.005,29219.22,0
10534,0.0,28068.27,1
10535,-0.005,28669.86,2
10536,-0.005,29026.15,2
10537,0.0,28838.16,1
10538,-0.005,42730.0,0
10539,-0.005,43905.83,2
10540,-0.005,42505.92,0
10541,0.0,43059.96,1
10542,-0.005,43078.45,0
10543,-0.005,43069.51,2
10544,-0.005,42201.99,2
10545,-0.005,42352.18,2
10546,-0.005,41663.81,2
10547,-0.005,40704.32,2
10548,0.0,36455.47,1
10549,0.0,35070.35,1
10550,-0.005,36251.6,0
10551,0.0,36669.17,1
10552,-0.005,36950.75,2
10553,-0.005,36796.91,2
10554,-0.005,37165.95,2
10555,-0.005,37716.57,0
10556,-0.005,38167.4,2
10557,-0.005,37896.8,0
10558,-0.005,38463.88,2
10559,-0.005,38695.22,2
10560,0.0,36893.08,1
10561,-0.005,37310.29,2
10562,-0.005,41560.38,2
10563,0.0,41382.6,1
10564,-0.005,42381.72,0
10565,-0.005,43825.72,2
10566,-0.005,44032.87,2
10567,-0.005,44374.57,2
10568,-0.005,43494.01,2
10569,-0.005,42373.59,2
10570,-0.005,42214.01,2
10571,-0.005,42050.67,2
10572,-0.005,42531.87,0
10573,-0.005,44544.44,0
10574,0.0,43873.96,1
10575,-0.005,40512.64,0
10576,-0.005,39974.83,2
10577,-0.005,40080.53,0
10578,-0.005,38381.48,2
10579,-0.005,37011.07,0
10580,0.0,38238.96,1
10581,-0.005,37250.61,2
10582,-0.005,38325.31,2
10583,-0.005,39214.93,2
10584,-0.005,39116.35,2
10585,-0.005,37697.69,2
10586,-0.005,43169.33,2
10587,-0.005,44423.47,2
10588,-0.005,43892.99,2
10589,-0.005,42454.0,2
10590,-0.005,39148.66,2
10591,-0.005,39397.97,2
10592,0.0,38410.02,1
10593,-0.005,38002.97,2
10594,-0.005,38727.23,0
10595,-0.005,41942.66,0
10596,-0.005,39421.99,2
10597,-0.005,38729.6,2
10598,0.0,38809.95,1
10599,0.0,37774.94,1
10600,-0.005,39671.33,2
10601,-0.005,39280.36,2
10602,-0.005,41115.45,0
10603,0.0,40913.06,1
10604,-0.005,41759.66,0
10605,-0.005,42206.03,0
10606,0.0,41258.39,1
10607,-0.005,41004.76,2
10608,-0.005,42361.97,0
10609,-0.005,42884.03,2
10610,-0.005,43991.51,0
10611,-0.005,44313.17,2
10612,-0.005,44511.26,2
10613,0.0,46827.77,1
10614,-0.005,47122.2,2
10615,-0.005,47434.8,2
10616,-0.005,47067.12,0
10617,-0.005,45510.34,0
10618,-0.005,46280.5,2
10619,-0.005,45811.0,2
10620,-0.005,46407.36,2
10621,-0.005,46582.21,0
10622,-0.005,45497.54,2
10623,0.0,43178.86,1
10624,-0.005,43455.21,2
10625,-0.005,42257.35,2
10626,0.0,42753.97,1
10627,0.0,42154.6,1
10628,-0.005,39530.45,0
10629,-0.005,40074.94,2
10630,-0.005,41147.79,2
10631,-0.005,39942.36,0
10632,-0.005,40547.85,0
10633,-0.005,40378.7,2
10634,-0.005,39678.12,2
10635,-0.005,40801.14,0
10636,-0.005,41493.19,2
10637,-0.005,41361.6,0
10638,-0.005,40480.4,0
10639,-0.005,39709.19,0
10640,-0.005,39441.6,0
10641,-0.005,39450.12,0
10642,-0.005,40426.09,0
10643,-0.005,38112.64,2
10644,0.0,39235.72,1
10645,-0.005,39742.08,0
10646,-0.005,38599.98,2
10647,0.0,37630.8,1
10648,-0.005,38469.11,0
10649,-0.005,38524.4,2
10650,-0.005,37728.94,0
10651,-0.005,39690.02,2
10652,0.0,36552.98,1
10653,0.0,36013.76,1
10654,-0.005,35472.41,2
10655,-0.005,34035.01,2
10656,-0.005,30090.73,2
10657,-0.005,31017.1,2
10658,-0.005,29121.64,2
10659,-0.005,29027.16,2
10660,-0.005,29284.01,2
10661,-0.005,30086.57,2
10662,-0.005,31329.5,2
10663,-0.005,29866.96,2
10664,-0.005,30443.99,0
10665,-0.005,28714.84,2
10666,0.0,30319.22,1
10667,-0.005,29202.01,2
10668,-0.005,29452.34,2
10669,-0.005,30296.21,0
10670,-0.005,29097.85,2
10671,-0.005,29654.6,2
10672,-0.005,29542.4,2
10673,-0.005,29222.22,2
10674,-0.005,28624.76,0
10675,-0.005,29039.21,0
10676,-0.005,29468.09,2
10677,-0.005,31720.87,2
10678,-0.005,31787.62,2
10679,-0.005,29800.54,0
10680,-0.005,30461.95,2
10681,-0.005,29700.29,0
10682,0.0,29864.98,1
10683,-0.005,29917.92,2
10684,-0.005,31373.69,2
10685,-0.005,31130.5,0
10686,-0.005,30206.7,2
10687,-0.005,30105.97,0
10688,-0.005,29089.65,0
10689,-0.005,28415.32,2
10690,-0.005,26575.51,2
10691,0.0,22484.81,1
10692,0.0,22133.1,1
10693,-0.005,22582.08,2
10694,-0.005,20401.9,2
10695,-0.005,20468.8,0
10696,-0.005,18970.77,2
10697,-0.005,20576.7,2
10698,-0.005,20573.88,0
10699,-0.005,20726.79,2
10700,-0.005,19984.0,2
10701,-0.005,21105.56,2
10702,-0.005,21234.47,0
10703,-0.005,21491.65,2
10704,0.0,21045.67,1
10705,-0.005,20739.72,2
10706,-0.005,20278.52,0
10707,-0.005,20120.8,0
10708,-0.005,19947.18,2
10709,-0.005,19279.12,2
10710,-0.005,19251.81,2
10711,-0.005,19314.82,2
10712,-0.005,20232.83,0
10713,-0.005,20180.7,2
10714,-0.005,20565.79,2
10715,-0.005,21620.93,2
10716,-0.005,21601.52,0
10717,-0.005,21592.43,0
10718,-0.005,20862.86,2
10719,-0.005,19963.52,2
10720,0.0,19331.59,1
10721,-0.005,20238.34,2
10722,-0.005,20590.81,2
10723,-0.005,20836.86,2
10724,-0.005,21197.99,2
10725,-0.005,20799.38,2
10726,-0.005,22446.45,2
10727,-0.005,23398.53,2
10728,-0.005,23224.2,2
10729,-0.005,23150.93,2
10730,-0.005,22682.76,0
10731,-0.005,22448.79,2
10732,-0.005,22580.93,2
10733,-0.005,21307.13,0
10734,-0.005,21248.14,2
10735,-0.005,22953.38,2
10736,-0.005,23846.55,2
10737,-0.005,23775.06,2
10738,-0.005,23640.76,2
10739,-0.005,23294.88,0
10740,-0.005,23266.69,0
10741,0.0,22988.99,1
10742,-0.005,22821.79,2
10743,-0.005,22620.86,0
10744,-0.005,23311.0,0
10745,-0.005,22952.66,2
10746,-0.005,23174.19,2
10747,-0.005,23813.52,0
10748,-0.005,23149.93,2
10749,-0.005,23953.09,0
10750,-0.005,23933.72,0
10751,-0.005,24401.08,2
10752,0.0,24443.06,1
10753,-0.005,24306.16,0
10754,0.0,24097.09,1
10755,-0.005,23855.58,2
10756,-0.005,23338.95,0
10757,-0.005,23193.13,2
10758,-0.005,20832.54,2
10759,-0.005,21139.41,0
10760,-0.005,21517.41,2
10761,-0.005,21400.7,2
10762,-0.005,21524.54,2
10763,-0.005,21368.55,2
10764,-0.005,21563.91,0
10765,-0.005,20245.45,0
10766,-0.005,20036.43,0
10767,-0.005,19559.77,0
10768,-0.005,20288.71,0
10769,-0.005,19802.29,2
10770,-0.005,20049.68,0
10771,-0.005,20131.02,2
10772,-0.005,19949.22,2
10773,-0.005,19831.6,0
10774,-0.005,20003.48,0
10775,-0.005,19794.0,0
10776,-0.005,18789.66,2
10777,-0.005,19288.83,0
10778,0.0,19318.5,1
10779,-0.005,21358.95,2
10780,-0.005,21650.41,2
10781,-0.005,21831.59,2
10782,-0.005,22397.75,2
10783,-0.005,20170.64,0
10784,-0.005,20220.86,2
10785,-0.005,19700.33,0
10786,-0.005,19804.15,0
10787,-0.005,20111.89,2
10788,-0.005,19414.58,0
10789,-0.005,19536.26,2
10790,-0.005,18874.21,0
10791,-0.005,18462.18,2
10792,-0.005,19399.77,0
10793,0.0,19287.88,1
10794,-0.005,18921.26,2
10795,-0.005,18810.35,0
10796,-0.005,19226.0,0
10797,-0.005,19080.13,2
10798,-0.005,19414.09,0
10799,-0.005,19588.35,2
10800,-0.005,19420.7,2
10801,-0.005,19306.96,2
10802,-0.005,19056.27,2
10803,-0.005,19627.03,0
10804,-0.005,20329.81,0
10805,0.0,20156.61,1
10806,0.0,19962.98,1
10807,-0.005,19525.39,2
10808,-0.005,19413.49,2
10809,-0.005,19443.96,0
10810,-0.005,19131.37,2
10811,-0.005,19055.69,2
10812,-0.005,19156.55,2
10813,-0.005,19375.58,0
10814,-0.005,19177.67,0
10815,-0.005,19069.71,2
10816,0.0,19267.0,1
10817,-0.005,19547.01,2
10818,-0.005,19327.18,2
10819,-0.005,19124.55,0
10820,-0.005,19041.91,0
10821,-0.005,19161.86,0
10822,-0.005,19198.82,2
10823,-0.005,19567.91,0
10824,0.0,19333.71,1
10825,-0.005,20081.65,2
10826,-0.005,20769.24,2
10827,-0.005,20284.81,0
10828,-0.005,20593.05,0
10829,-0.005,20809.41,0
10830,-0.005,20626.25,0
10831,-0.005,20491.01,2
10832,0.0,20484.48,1
10833,-0.005,20151.3,0
10834,-0.005,20207.92,2
10835,-0.005,21144.35,0
10836,-0.005,21298.67,0
10837,-0.005,20909.54,2
10838,-0.005,20588.72,2
10839,-0.005,18544.85,0
10840,-0.005,15914.31,2
10841,-0.005,17602.43,2
10842,-0.005,17051.1,2
10843,0.0,16803.53,1
10844,-0.005,16332.58,0
10845,-0.005,16616.67,0
10846,-0.005,16898.13,2
10847,-0.005,16662.13,2
10848,-0.005,16694.11,0
10849,-0.005,16698.08,2
10850,-0.005,16706.23,2
10851,-0.005,16287.14,0
10852,0.0,15778.69,1
10853,0.0,16222.14,1
10854,-0.005,16607.84,0
10855,-0.005,16598.9,0
10856,-0.005,16529.27,2
10857,-0.005,16455.03,0
10858,-0.005,16427.99,0
10859,-0.005,16214.19,0
10860,-0.005,16441.83,0
10861,-0.005,17165.51,2
10862,-0.005,16978.21,0
10863,-0.005,17092.93,2
10864,-0.005,16883.8,2
10865,-0.005,17111.01,0
10866,-0.005,16964.29,0
10867,-0.005,17086.41,0
10868,-0.005,16835.81,0
10869,-0.005,17224.8,0
10870,-0.005,17129.52,0
10871,0.0,17126.06,1
10872,-0.005,17091.48,0
10873,-0.005,17210.7,2
10874,-0.005,17775.88,0
10875,-0.005,17799.93,2
10876,0.0,17358.0,1
10877,-0.005,16631.94,2
10878,0.0,16775.85,1
10879,-0.005,16738.72,0
10880,-0.005,16441.58,0
10881,-0.005,16895.72,0
10882,-0.005,16829.26,0
10883,-0.005,16822.47,2
10884,-0.005,16779.45,2
10885,-0.005,16834.55,0
10886,-0.005,16831.32,0
10887,-0.005,16916.77,2
10888,-0.005,16705.47,2
10889,-0.005,16546.52,2
10890,-0.005,16636.0,2
10891,-0.005,16608.02,0
10892,-0.005,16541.26,2
10893,-0.005,16617.0,0
10894,-0.005,16673.32,0
10895,-0.005,16674.3,0
10896,-0.005,16850.41,0
10897,-0.005,16831.72,2
10898,-0.005,16950.67,0
10899,-0.005,16943.59,0
10900,-0.005,17128.31,2
10901,-0.005,17178.31,2
10902,-0.005,17440.12,2
10903,-0.005,17942.41,0
10904,-0.005,18850.01,0
10905,-0.005,19929.62,2
10906,-0.005,20953.35,0
10907,-0.005,20872.5,0
10908,-0.005,21185.55,0
10909,-0.005,21134.66,0
10910,-0.005,20679.41,0
10911,-0.005,21073.2,2
10912,-0.005,22669.11,2
10913,0.0,22780.31,1
10914,-0.005,22708.48,0
10915,-0.005,22912.95,2
10916,-0.005,22633.28,2
10917,-0.005,23057.58,0
10918,-0.005,23007.23,0
10919,-0.005,23072.46,0
10920,-0.005,23021.85,2
10921,-0.005,23747.03,0
10922,-0.005,22827.54,2
10923,0.0,23130.07,1
10924,-0.005,23731.4,2
10925,-0.005,23487.08,0
10926,-0.005,23431.73,2
10927,-0.005,23327.32,2
10928,-0.005,22928.72,0
10929,-0.005,22761.88,2
10930,-0.005,23243.64,0
10931,-0.005,22960.73,2
10932,-0.005,21797.17,0
10933,-0.005,21633.78,0
10934,-0.005,21860.86,0
10935,-0.005,21784.39,0
10936,-0.005,21774.25,0
10937,-0.005,22202.76,0
10938,-0.005,24327.98,2
10939,-0.005,23511.81,2
10940,-0.005,24573.38,2
10941,0.0,24632.15,1
10942,0.0,24278.24,1
10943,-0.005,24841.69,2
10944,-0.005,24451.98,2
10945,-0.005,24182.92,2
10946,-0.005,23937.74,2
10947,-0.005,23184.48,2
10948,-0.005,23164.25,2
10949,-0.005,23555.9,2
10950,0.0,23492.78,1
10951,-0.005,23141.46,0
10952,-0.005,23633.88,2
10953,0.0,23464.98,1
10954,-0.005,22354.37,0
10955,-0.005,22346.7,2
10956,-0.005,22429.42,2
10957,-0.005,22408.85,2
10958,-0.005,22198.4,0
10959,-0.005,21704.03,0
10960,-0.005,20361.01,2
10961,-0.005,20151.4,2
10962,-0.005,20458.41,0
10963,-0.005,21995.43,2
10964,-0.005,24107.64,0
10965,-0.005,24674.77,0
10966,-0.005,24284.73,2
10967,-0.005,25002.0,2
10968,0.0,27384.78,1
10969,-0.005,26907.5,0
10970,-0.005,27966.67,2
10971,-0.005,27721.39,0
10972,-0.005,28107.3,2
10973,0.0,27251.05,1
10974,-0.005,28295.26,2
10975,-0.005,27444.7,2
10976,-0.005,27468.53,0
10977,-0.005,27968.15,2
10978,-0.005,27124.14,2
10979,0.0,27260.96,1
10980,-0.005,28348.58,2
10981,0.0,28028.54,1
10982,-0.005,28465.68,2
10983,-0.005,28453.34,2
10984,-0.005,28171.43,2
10985,-0.005,27801.61,2
10986,-0.005,28165.77,2
10987,-0.005,28171.89,2
10988,-0.005,28034.11,2
10989,-0.005,27906.45,2
10990,-0.005,27938.47,2
10991,-0.005,28322.81,2
10992,0.0,29637.2,1
10993,0.0,30199.91,1
10994,-0.005,29888.27,2
10995,-0.005,30375.59,2
10996,-0.005,30466.97,2
10997,-0.005,30295.01,2
10998,-0.005,30307.29,2
10999,-0.005,29429.92,0
11000,-0.005,30380.16,2
11001,-0.005,28809.79,0
11002,-0.005,28243.94,2
11003,0.0,27262.95,1
11004,-0.005,27812.99,2
11005,0.0,27590.46,1
11006,-0.005,27511.13,2
11007,-0.005,28300.8,2
11008,-0.005,28415.3,2
11009,-0.005,29472.78,2
11010,-0.005,29311.7,2
11011,-0.005,29230.45,2
11012,-0.005,29219.22,2
11013,-0.005,28068.27,2
11014,-0.005,28669.86,0
11015,0.0,29026.15,1
11016,-0.005,28838.16,2
11017,-0.005,42730.0,0
11018,-0.005,43905.83,0
11019,0.0,42505.92,1
11020,-0.005,43059.96,2
11021,-0.005,43078.45,2
11022,-0.005,43069.51,2
11023,-0.005,42201.99,0
11024,-0.005,42352.18,2
11025,-0.005,41663.81,2
11026,-0.005,40704.32,0
11027,-0.005,36455.47,0
11028,-0.005,35070.35,2
11029,-0.005,36251.6,2
11030,-0.005,36669.17,0
11031,-0.005,36950.75,2
11032,0.0,36796.91,1
11033,-0.005,37165.95,2
11034,-0.005,37716.57,2
11035,-0.005,38167.4,2
11036,0.0,37896.8,1
11037,-0.005,38463.88,2
11038,-0.005,38695.22,2
11039,-0.005,36893.08,2
11040,0.0,37310.29,1
11041,0.0,41560.38,1
11042,-0.005,41382.6,2
11043,-0.005,42381.72,2
11044,0.0,43825.72,1
11045,-0.005,44032.87,0
11046,-0.005,44374.57,0
11047,-0.005,43494.01,0
11048,0.0,42373.59,1
11049,-0.005,42214.01,0
11050,-0.005,42050.67,2
11051,-0.005,42531.87,0
11052,-0.005,44544.44,0
11053,-0.005,43873.96,2
11054,0.0,40512.64,1
11055,-0.005,39974.83,2
11056,0.0,40080.53,1
11057,0.0,38381.48,1
11058,0.0,37011.07,1
11059,0.0,38238.96,1
11060,-0.005,37250.61,2
11061,-0.005,38325.31,2
11062,-0.005,39214.93,0
11063,-0.005,39116.35,2
11064,-0.005,37697.69,2
11065,-0.005,43169.33,0
11066,-0.005,44423.47,2
11067,0.0,43892.99,1
11068,-0.005,42454.0,2
11069,-0.005,39148.66,0
11070,-0.005,39397.97,2
11071,-0.005,38410.02,0
11072,-0.005,38002.97,2
11073,0.0,38727.23,1
11074,-0.005,41942.66,2
11075,-0.005,39421.99,2
11076,-0.005,38729.6,2
11077,-0.005,38809.95,2
11078,-0.005,37774.94,2
11079,0.0,39671.33,1
11080,-0.005,39280.36,2
11081,-0.005,41115.45,0
11082,0.0,40913.06,1
11083,-0.005,41759.66,0
11084,-0.005,42206.03,0
11085,-0.005,41258.39,2
11086,-0.005,41004.76,2
11087,-0.005,42361.97,2
11088,-0.005,42884.03,2
11089,-0.005,43991.51,2
11090,-0.005,44313.17,2
11091,0.0,44511.26,1
11092,-0.005,46827.77,2
11093,0.0,47122.2,1
11094,-0.005,47434.8,2
11095,-0.005,47067.12,2
11096,0.0,45510.34,1
11097,-0.005,46280.5,0
11098,-0.005,45811.0,0
11099,-0.005,46407.36,2
11100,-0.005,46582.21,0
11101,-0.005,45497.54,2
11102,-0.005,43178.86,2
11103,-0.005,43455.21,2
11104,-0.005,42257.35,2
11105,-0.005,42753.97,2
11106,-0.005,42154.6,0
11107,0.0,39530.45,1
11108,-0.005,40074.94,2
11109,-0.005,41147.79,0
11110,-0.005,39942.36,0
11111,0.0,40547.85,1
11112,-0.005,40378.7,2
11113,-0.005,39678.12,2
11114,-0.005,40801.14,2
11115,-0.005,41493.19,2
11116,-0.005,41361.6,2
11117,-0.005,40480.4,2
11118,-0.005,39709.19,2
11119,0.0,39441.6,1
11120,0.0,39450.12,1
11121,-0.005,40426.09,2
11122,-0.005,38112.64,2
11123,-0.005,39235.72,2
11124,-0.005,39742.08,2
11125,-0.005,38599.98,0
11126,-0.005,37630.8,2
11127,-0.005,38469.11,2
11128,-0.005,38524.4,2
11129,-0.005,37728.94,2
11130,-0.005,39690.02,2
11131,-0.005,36552.98,2
11132,-0.005,36013.76,0
11133,-0.005,35472.41,0
11134,0.0,34035.01,1
11135,0.0,30090.73,1
11136,-0.005,31017.1,2
11137,-0.005,29121.64,0
11138,-0.005,29027.16,0
11139,-0.005,29284.01,2
11140,-0.005,30086.57,0
11141,-0.005,31329.5,0
11142,-0.005,29866.96,2
11143,-0.005,30443.99,0
11144,-0.005,28714.84,2
11145,-0.005,30319.22,2
11146,0.0,29202.01,1
11147,-0.005,29452.34,2
11148,-0.005,30296.21,2
11149,-0.005,29097.85,2
11150,-0.005,29654.6,2
11151,-0.005,29542.4,0
11152,-0.005,29222.22,2
11153,-0.005,28624.76,2
11154,-0.005,29039.21,2
11155,-0.005,29468.09,2
11156,-0.005,31720.87,2
11157,-0.005,31787.62,2
11158,-0.005,29800.54,2
11159,-0.005,30461.95,2
11160,0.0,29700.29,1
11161,-0.005,29864.98,0
11162,-0.005,29917.92,0
11163,-0.005,31373.69,2
11164,-0.005,31130.5,0
11165,-0.005,30206.7,2
11166,-0.005,30105.97,0
11167,0.0,29089.65,1
11168,-0.005,28415.32,2
11169,-0.005,26575.51,2
11170,-0.005,22484.81,2
11171,0.0,22133.1,1
11172,-0.005,22582.08,0
11173,-0.005,20401.9,0
11174,-0.005,20468.8,2
11175,-0.005,18970.77,2
11176,-0.005,20576.7,2
11177,-0.005,20573.88,2
11178,-0.005,20726.79,2
11179,-0.005,19984.0,2
11180,-0.005,21105.56,2
11181,-0.005,21234.47,2
11182,-0.005,21491.65,2
11183,-0.005,21045.67,0
11184,-0.005,20739.72,0
11185,-0.005,20278.52,0
11186,-0.005,20120.8,2
11187,-0.005,19947.18,2
11188,-0.005,19279.12,0
11189,-0.005,19251.81,0
11190,-0.005,19314.82,0
11191,-0.005,20232.83,2
11192,-0.005,20180.7,2
11193,-0.005,20565.79,0
11194,0.0,21620.93,1
11195,0.0,21601.52,1
11196,-0.005,21592.43,2
11197,0.0,20862.86,1
11198,-0.005,19963.52,0
11199,0.0,19331.59,1
11200,-0.005,20238.34,0
11201,-0.005,20590.81,2
11202,-0.005,20836.86,2
11203,-0.005,21197.99,0
11204,-0.005,20799.38,0
11205,-0.005,22446.45,2
11206,-0.005,23398.53,2
11207,-0.005,23224.2,2
11208,-0.005,23150.93,2
11209,-0.005,22682.76,2
11210,-0.005,22448.79,2
11211,-0.005,22580.93,2
11212,-0.005,21307.13,0
11213,-0.005,21248.14,2
11214,-0.005,22953.38,2
11215,-0.005,23846.55,0
11216,-0.005,23775.06,0
11217,-0.005,23640.76,2
11218,-0.005,23294.88,0
11219,-0.005,23266.69,2
11220,-0.005,22988.99,2
11221,-0.005,22821.79,2
