datetime,open,high,low,close,volume,symbol
2022-03-07,38410.02,39546.55,37155.02,38002.97,15937.049734,BTC
2022-03-08,38002.97,39359.99,37867.65,38727.23,11007.708872,BTC
2022-03-09,38727.23,42582.38,38656.68,41942.66,12924.698701,BTC
2022-03-10,41942.66,42037.3,38543.56,39421.99,15469.085331,BTC
2022-03-11,39421.99,40234.93,38229.75,38729.6,14454.455743,BTC
2022-03-12,38729.6,39457.5,38660.58,38809.95,5200.476707,BTC
2022-03-13,38809.95,39306.72,37578.57,37774.94,7416.219383,BTC
2022-03-14,37774.94,39921.74,37561.05,39671.33,12939.438279,BTC
2022-03-15,39671.33,39887.55,38130.12,39280.36,12104.421996,BTC
2022-03-16,39280.36,41718.0,38841.14,41115.45,20326.505478,BTC
2022-03-17,41115.45,41469.97,40512.34,40913.06,9118.690917,BTC
2022-03-18,40913.06,42324.98,40160.34,41759.66,10336.201349,BTC
2022-03-19,41759.66,42398.98,41506.2,42206.03,7023.211018,BTC
2022-03-20,42206.03,42295.06,40911.1,41258.39,8523.610888,BTC
2022-03-21,41258.39,41527.25,40485.03,41004.76,12293.853603,BTC
2022-03-22,41004.76,43400.0,40875.8,42361.97,15917.488871,BTC
2022-03-23,42361.97,43024.61,41763.41,42884.03,11576.736991,BTC
2022-03-24,42884.03,44220.86,42577.06,43991.51,19205.168049,BTC
2022-03-25,43991.51,45090.02,43579.01,44313.17,15920.263581,BTC
2022-03-26,44313.17,44792.97,44071.97,44511.26,6635.467289,BTC
2022-03-27,44511.26,46968.67,44422.19,46827.77,14128.91681,BTC
2022-03-28,46827.77,48189.82,46663.57,47122.2,21608.918273,BTC
2022-03-29,47122.2,48096.46,46954.48,47434.8,16038.662864,BTC
2022-03-30,47434.8,47690.02,46504.5,47067.12,18193.831527,BTC
2022-03-31,47067.12,47599.5,45201.13,45510.34,21611.747982,BTC
2022-04-01,45510.34,46711.05,44217.97,46280.5,25771.419033,BTC
2022-04-02,46280.5,47208.69,45623.61,45811.0,24400.757534,BTC
2022-04-03,45811.0,47440.41,45530.92,46407.36,22430.579072,BTC
2022-04-04,46407.36,46892.44,45118.02,46582.21,25601.236444,BTC
2022-04-05,46582.21,47199.9,45373.25,45497.54,19038.166595,BTC
2022-04-06,45497.54,45507.12,43122.33,43178.86,34933.878716,BTC
2022-04-07,43178.86,43900.0,42731.62,43455.21,21919.658232,BTC
2022-04-08,43455.21,43970.62,42106.48,42257.35,17240.345628,BTC
2022-04-09,42257.35,42800.0,42125.5,42753.97,7146.058449,BTC
2022-04-10,42753.97,43410.29,41886.72,42154.6,8747.764021,BTC
2022-04-11,42154.6,42414.71,39200.01,39530.45,26050.149984,BTC
2022-04-12,39530.45,40694.75,39255.0,40074.94,29659.938051,BTC
2022-04-13,40074.94,41540.93,39588.55,41147.79,17346.371308,BTC
2022-04-14,41147.79,41499.99,39565.55,39942.36,23812.585547,BTC
2022-04-15,39942.36,40854.38,39766.42,40547.85,12910.086097,BTC
2022-04-16,40547.85,40699.53,39995.57,40378.7,11956.258114,BTC
2022-04-17,40378.7,40589.99,39546.19,39678.12,12545.15055,BTC
2022-04-18,39678.12,41093.26,38542.94,40801.14,31955.576124,BTC
2022-04-19,40801.14,41743.14,40571.0,41493.19,19481.871738,BTC
2022-04-20,41493.19,42195.16,40888.05,41361.6,29523.655699,BTC
2022-04-21,41361.6,42975.98,39779.08,40480.4,32551.641005,BTC
2022-04-22,40480.4,40791.94,39178.67,39709.19,27560.557404,BTC
2022-04-23,39709.19,39976.21,39286.01,39441.6,9629.982482,BTC
2022-04-24,39441.6,39940.0,38970.04,39450.12,13282.643849,BTC
2022-04-25,39450.12,40591.93,38201.5,40426.09,35678.228059,BTC
2022-04-26,40426.09,40790.74,37703.02,38112.64,34767.878774,BTC
2022-04-27,38112.64,39468.01,37881.32,39235.72,39906.849031,BTC
2022-04-28,39235.72,40372.48,38885.56,39742.08,32681.994079,BTC
2022-04-29,39742.08,39925.23,38177.48,38599.98,32045.812246,BTC
2022-04-30,38599.98,38788.01,37578.38,37630.8,14972.729912,BTC
2022-05-01,37630.8,38674.03,37390.18,38469.11,20259.948888,BTC
2022-05-02,38469.11,39164.0,38055.43,38524.4,30914.833836,BTC
2022-05-03,38524.4,38651.49,37519.98,37728.94,19970.763668,BTC
2022-05-04,37728.94,40015.41,37670.0,39690.02,27806.954138,BTC
2022-05-05,39690.02,39845.51,35575.76,36552.98,33604.701263,BTC
2022-05-06,36552.98,36668.87,35262.11,36013.76,36675.29486,BTC
2022-05-07,36013.76,36142.62,34793.61,35472.41,11920.830246,BTC
2022-05-08,35472.41,35512.47,33719.97,34035.01,22064.219482,BTC
2022-05-09,34035.01,34243.14,30033.35,30090.73,58564.594728,BTC
2022-05-10,30090.73,32637.64,29732.02,31017.1,49327.304106,BTC
2022-05-11,31017.1,32158.98,27800.94,29121.64,47971.17572,BTC
2022-05-12,29121.64,30211.3,26757.17,29027.16,41119.920081,BTC
2022-05-13,29027.16,31071.98,28755.22,29284.01,31884.456805,BTC
2022-05-14,29284.01,30339.58,28635.0,30086.57,14938.031299,BTC
2022-05-15,30086.57,31459.92,29497.23,31329.5,15109.356904,BTC
2022-05-16,31329.5,31329.5,29095.09,29866.96,18261.036546,BTC
2022-05-17,29866.96,30784.98,29455.16,30443.99,13861.347806,BTC
2022-05-18,30443.99,30707.35,28654.85,28714.84,17788.783505,BTC
2022-05-19,28714.84,30543.7,28691.4,30319.22,19021.488253,BTC
2022-05-20,30319.22,30776.98,28730.02,29202.01,15736.509131,BTC
2022-05-21,29202.01,29656.1,28947.3,29452.34,5430.805781,BTC
2022-05-22,29452.34,30486.24,29260.02,30296.21,9225.090776,BTC
2022-05-23,30296.21,30665.98,28870.01,29097.85,17894.103247,BTC
2022-05-24,29097.85,29845.61,28674.0,29654.6,15141.946098,BTC
2022-05-25,29654.6,30221.74,29345.47,29542.4,15368.28408,BTC
2022-05-26,29542.4,29883.75,28026.42,29222.22,22562.382393,BTC
2022-05-27,29222.22,29390.28,28287.69,28624.76,29079.353394,BTC
2022-05-28,28624.76,29258.29,28505.01,29039.21,10162.698297,BTC
2022-05-29,29039.21,29581.94,28841.38,29468.09,7558.678444,BTC
2022-05-30,29468.09,32205.69,29310.93,31720.87,17158.929159,BTC
2022-05-31,31720.87,32393.1,31227.25,31787.62,15976.316958,BTC
2022-06-01,31787.62,31982.93,29325.26,29800.54,25679.242309,BTC
2022-06-02,29800.54,30688.98,29594.57,30461.95,16759.239143,BTC
2022-06-03,30461.95,30691.82,29300.0,29700.29,16647.634487,BTC
2022-06-04,29700.29,29981.71,29485.02,29864.98,7659.371892,BTC
2022-06-05,29864.98,30240.96,29531.87,29917.92,8004.432306,BTC
2022-06-06,29917.92,31760.38,29890.22,31373.69,26584.360454,BTC
2022-06-07,31373.69,31650.0,29220.01,31130.5,32784.410348,BTC
2022-06-08,31130.5,31348.03,29849.97,30206.7,26484.150455,BTC
2022-06-09,30206.7,30699.98,29947.71,30105.97,13713.052055,BTC
2022-06-10,30105.97,30361.23,28858.01,29089.65,14104.529558,BTC
2022-06-11,29089.65,29437.71,28100.0,28415.32,19402.07057,BTC
2022-06-12,28415.32,28544.61,26564.73,26575.51,30513.832693,BTC
2022-06-13,26575.51,26885.42,21947.81,22484.81,58827.11922,BTC
2022-06-14,22484.81,23313.89,20849.99,22133.1,47721.568422,BTC
2022-06-15,22133.1,22800.01,20119.99,22582.08,57678.745692,BTC
2022-06-16,22582.08,22981.61,20234.02,20401.9,44931.842669,BTC
2022-06-17,20401.9,21357.65,20250.93,20468.8,39548.608934,BTC
2022-06-18,20468.8,20769.72,17626.12,18970.77,61272.170168,BTC
2022-06-19,18970.77,20811.02,17961.63,20576.7,42705.461455,BTC
2022-06-20,20576.7,21069.9,19637.07,20573.88,53148.027983,BTC
2022-06-21,20573.88,21711.55,20350.01,20726.79,42632.966287,BTC
2022-06-22,20726.79,20894.3,19780.65,19984.0,32275.349763,BTC
2022-06-23,19984.0,21226.79,19892.42,21105.56,27037.64416,BTC
2022-06-24,21105.56,21552.23,20739.99,21234.47,24790.468085,BTC
2022-06-25,21234.47,21603.92,20911.56,21491.65,18359.737196,BTC
2022-06-26,21491.65,21876.0,20972.29,21045.67,16007.634087,BTC
2022-06-27,21045.67,21537.99,20512.48,20739.72,18953.561827,BTC
2022-06-28,20739.72,21214.23,20204.45,20278.52,19451.086516,BTC
2022-06-29,20278.52,20424.45,19860.15,20120.8,24062.67444,BTC
2022-06-30,20120.8,20168.98,18629.14,19947.18,26024.79006,BTC
2022-07-01,19947.18,20862.31,18979.41,19279.12,30998.650268,BTC
2022-07-02,19279.12,19452.12,18989.94,19251.81,13266.074649,BTC
2022-07-03,19251.81,19645.37,18787.5,19314.82,13665.058084,BTC
2022-07-04,19314.82,20350.34,19055.4,20232.83,22033.725024,BTC
2022-07-05,20232.83,20746.68,19305.29,20180.7,25774.250623,BTC
2022-07-06,20180.7,20670.2,19769.66,20565.79,14191.731371,BTC
2022-07-07,20565.79,21837.72,20269.12,21620.93,6173.295903,BTC
2022-07-08,21620.93,22508.06,21190.0,21601.52,7369.134316,BTC
2022-07-09,21601.52,21970.05,21325.35,21592.43,2011.552917,BTC
2022-07-10,21592.43,21603.51,20656.27,20862.86,2996.237401,BTC
2022-07-11,20862.86,20865.07,19882.82,19963.52,6220.85217,BTC
2022-07-12,19963.52,20060.0,19248.93,19331.59,8158.45188,BTC
2022-07-13,19331.59,20342.43,18906.23,20238.34,28311.650509,BTC
2022-07-14,20238.34,20896.27,19629.09,20590.81,19851.387708,BTC
2022-07-15,20590.81,21195.49,20385.35,20836.86,12359.929475,BTC
2022-07-16,20836.86,21581.1,20481.98,21197.99,16360.807226,BTC
2022-07-17,21197.99,21677.38,20755.57,20799.38,12704.304996,BTC
2022-07-18,20799.38,22769.43,20767.11,22446.45,33908.375407,BTC
2022-07-19,22446.45,23792.34,21582.87,23398.53,57194.304733,BTC
2022-07-20,23398.53,24265.39,22926.53,23224.2,46012.281723,BTC
2022-07-21,23224.2,23431.36,22346.13,23150.93,30359.807819,BTC
2022-07-22,23150.93,23750.0,22510.0,22682.76,21489.51941,BTC
2022-07-23,22682.76,22995.68,21950.68,22448.79,15619.761596,BTC
2022-07-24,22448.79,22999.0,22268.45,22580.93,13255.5718,BTC
2022-07-25,22580.93,22663.43,21263.58,21307.13,23464.275886,BTC
2022-07-26,21307.13,21340.73,20731.75,21248.14,22167.9412,BTC
2022-07-27,21248.14,23098.2,21042.91,22953.38,24677.796765,BTC
2022-07-28,22953.38,24190.19,22595.99,23846.55,29033.488747,BTC
2022-07-29,23846.55,24428.92,23437.71,23775.06,22786.455477,BTC
2022-07-30,23775.06,24669.63,23508.99,23640.76,14760.683034,BTC
2022-07-31,23640.76,24186.53,23235.42,23294.88,13096.408485,BTC
2022-08-01,23294.88,23499.74,22853.53,23266.69,11248.321653,BTC
2022-08-02,23266.69,23454.29,22657.99,22988.99,14773.113008,BTC
2022-08-03,22988.99,23629.4,22685.45,22821.79,5784.703554,BTC
2022-08-04,22821.79,23221.68,22411.98,22620.86,7305.163571,BTC
2022-08-05,22620.86,23465.9,22587.55,23311.0,10702.649373,BTC
2022-08-06,23311.0,23346.92,22916.29,22952.66,5277.310413,BTC
2022-08-07,22952.66,23398.57,22854.0,23174.19,18512.01171,BTC
2022-08-08,23174.19,24240.23,23155.73,23813.52,27367.047737,BTC
2022-08-09,23813.52,23923.03,22876.01,23149.93,18856.782358,BTC
2022-08-10,23149.93,24221.49,22676.35,23953.09,53782.245464,BTC
2022-08-11,23953.09,24902.08,23860.01,23933.72,42432.650981,BTC
2022-08-12,23933.72,24449.97,23591.92,24401.08,22454.20764,BTC
2022-08-13,24401.08,24879.99,24296.45,24443.06,17701.50803,BTC
2022-08-14,24443.06,25023.39,24149.99,24306.16,18631.142173,BTC
2022-08-15,24306.16,25200.0,23778.01,24097.09,28849.097568,BTC
2022-08-16,24097.09,24245.63,23680.01,23855.58,19616.859509,BTC
2022-08-17,23855.58,24435.67,23181.23,23338.95,33419.480762,BTC
2022-08-18,23338.95,23596.59,23118.66,23193.13,17402.331584,BTC
2022-08-19,23193.13,23207.13,20795.54,20832.54,76996.190251,BTC
2022-08-20,20832.54,21363.72,20768.48,21139.41,23364.935182,BTC
2022-08-21,21139.41,21781.25,21073.83,21517.41,19096.666746,BTC
2022-08-22,21517.41,21529.99,20900.0,21400.7,16792.201955,BTC
2022-08-23,21400.7,21681.71,20900.33,21524.54,17004.519845,BTC
2022-08-24,21524.54,21888.82,21154.29,21368.55,12637.694221,BTC
2022-08-25,21368.55,21812.3,21315.83,21563.91,7861.107395,BTC
2022-08-26,21563.91,21867.35,20118.15,20245.45,54020.972628,BTC
2022-08-27,20245.45,20378.25,19812.86,20036.43,15315.750229,BTC
2022-08-28,20036.43,20153.14,19523.61,19559.77,12713.195264,BTC
2022-08-29,19559.77,20415.95,19554.34,20288.71,14371.983937,BTC
2022-08-30,20288.71,20575.09,19545.86,19802.29,22566.222048,BTC
2022-08-31,19802.29,20487.3,19800.65,20049.68,17844.981449,BTC
2022-09-01,20049.68,20206.05,19571.43,20131.02,14445.061881,BTC
2022-09-02,20131.02,20436.61,19761.9,19949.22,13474.104256,BTC
2022-09-03,19949.22,20046.54,19655.0,19831.6,6022.696337,BTC
2022-09-04,19831.6,20023.62,19589.2,20003.48,4705.407539,BTC
2022-09-05,20003.48,20056.36,19640.18,19794.0,9629.79612,BTC
2022-09-06,19794.0,20175.69,18660.89,18789.66,28694.770231,BTC
2022-09-07,18789.66,19457.29,18539.77,19288.83,18025.166279,BTC
2022-09-08,19288.83,19447.06,19021.57,19318.5,18005.853817,BTC
2022-09-09,19318.5,21597.57,19291.95,21358.95,26743.98534,BTC
2022-09-10,21358.95,21801.22,21123.68,21650.41,12135.449771,BTC
2022-09-11,21650.41,21850.0,21358.9,21831.59,15928.1224,BTC
2022-09-12,21831.59,22479.28,21551.99,22397.75,114843.724839,BTC
2022-09-13,22397.75,22793.1,19880.31,20170.64,97783.829085,BTC
2022-09-14,20170.64,20520.04,19623.08,20220.86,13333.457433,BTC
2022-09-15,20220.86,20326.91,19499.03,19700.33,25882.161763,BTC
2022-09-16,19700.33,19888.71,19332.0,19804.15,6554.22522,BTC
2022-09-17,19804.15,20176.0,19753.78,20111.89,3212.654271,BTC
2022-09-18,20111.89,20114.89,19338.17,19414.58,11888.950593,BTC
2022-09-19,19414.58,19673.93,18259.0,19536.26,30080.009454,BTC
2022-09-20,19536.26,19631.56,18735.34,18874.21,35930.796489,BTC
2022-09-21,18874.21,19892.61,18160.48,18462.18,142961.330803,BTC
2022-09-22,18462.18,19505.46,18358.72,19399.77,38734.370098,BTC
2022-09-23,19399.77,19499.58,18537.0,19287.88,37844.236474,BTC
2022-09-24,19287.88,19310.79,18810.87,18921.26,23949.683094,BTC
2022-09-25,18921.26,19175.93,18633.83,18810.35,20609.594641,BTC
2022-09-26,18810.35,19304.78,18680.72,19226.0,25091.015189,BTC
2022-09-27,19226.0,20376.13,18818.69,19080.13,149882.428298,BTC
2022-09-28,19080.13,19800.0,18481.15,19414.09,116874.719101,BTC
2022-09-29,19414.09,19639.37,18850.0,19588.35,113725.395681,BTC
2022-09-30,19588.35,20174.27,19168.35,19420.7,123450.013553,BTC
2022-10-01,19420.7,19475.82,19166.54,19306.96,24095.978861,BTC
2022-10-02,19306.96,19392.73,18922.81,19056.27,18166.268364,BTC
2022-10-03,19056.27,19709.03,18966.83,19627.03,40937.519645,BTC
2022-10-04,19627.03,20449.79,19496.5,20329.81,52682.0361,BTC
2022-10-05,20329.81,20362.07,19743.04,20156.61,51447.941013,BTC
2022-10-06,20156.61,20441.39,19869.22,19962.98,45256.355641,BTC
2022-10-07,19962.98,20052.23,19330.29,19525.39,53932.218896,BTC
2022-10-08,19525.39,19620.67,19252.08,19413.49,26338.095203,BTC
2022-10-09,19413.49,19548.48,19325.29,19443.96,11920.759207,BTC
2022-10-10,19443.96,19521.53,19031.07,19131.37,91161.048393,BTC
2022-10-11,19131.37,19261.93,18868.45,19055.69,34397.877373,BTC
2022-10-12,19055.69,19229.75,18989.19,19156.55,21723.045932,BTC
2022-10-13,19156.55,19499.99,18184.22,19375.58,138038.119414,BTC
2022-10-14,19375.58,19947.54,19082.81,19177.67,54022.212901,BTC
2022-10-15,19177.67,19220.0,18983.5,19069.71,12567.362385,BTC
2022-10-16,19069.71,19416.37,19064.96,19267.0,35042.943413,BTC
2022-10-17,19267.0,19671.98,19157.62,19547.01,55665.880407,BTC
2022-10-18,19547.01,19698.53,19094.54,19327.18,67949.246945,BTC
2022-10-19,19327.18,19354.38,19075.01,19124.55,14454.958761,BTC
2022-10-20,19124.55,19336.71,18912.37,19041.91,10661.647013,BTC
2022-10-21,19041.91,19247.42,18669.15,19161.86,115052.178142,BTC
2022-10-22,19161.86,19249.42,19115.52,19198.82,13653.741717,BTC
2022-10-23,19198.82,19690.0,19077.49,19567.91,39780.030929,BTC
2022-10-24,19567.91,19597.75,19163.53,19333.71,34984.598206,BTC
2022-10-25,19333.71,20409.1,19242.84,20081.65,139466.894261,BTC
2022-10-26,20081.65,21008.12,20058.7,20769.24,81626.015869,BTC
2022-10-27,20769.24,20870.12,20204.8,20284.81,52247.012542,BTC
2022-10-28,20284.81,20743.86,19997.73,20593.05,32213.960572,BTC
2022-10-29,20593.05,21079.95,20558.22,20809.41,28784.550531,BTC
2022-10-30,20809.41,20925.06,20518.71,20626.25,14393.081644,BTC
2022-10-31,20626.25,20834.44,20243.91,20491.01,23572.775789,BTC
2022-11-01,20491.01,20693.86,20334.98,20484.48,18831.052277,BTC
2022-11-02,20484.48,20796.0,20066.96,20151.3,102483.202229,BTC
2022-11-03,20151.3,20386.86,20038.03,20207.92,14104.511357,BTC
2022-11-04,20207.92,21291.0,20183.78,21144.35,133560.526735,BTC
2022-11-05,21144.35,21472.93,21090.01,21298.67,17030.471721,BTC
2022-11-06,21298.67,21360.29,20891.29,20909.54,14646.178786,BTC
2022-11-07,20909.54,21066.69,20388.96,20588.72,22320.018757,BTC
2022-11-08,20588.72,20674.57,17182.63,18544.85,402298.90399,BTC
2022-11-09,18544.85,18585.41,15595.91,15914.31,483432.687942,BTC
2022-11-10,15914.31,18193.41,15756.75,17602.43,98161.928638,BTC
2022-11-11,17602.43,17688.18,16375.89,17051.1,35625.421805,BTC
2022-11-12,17051.1,17117.02,16636.33,16803.53,25101.4681,BTC
2022-11-13,16803.53,16949.99,16243.39,16332.58,24066.305295,BTC
2022-11-14,16332.58,17176.32,15823.0,16616.67,108595.25285,BTC
2022-11-15,16616.67,17126.7,16535.97,16898.13,32213.503037,BTC
2022-11-16,16898.13,17005.81,16393.15,16662.13,18253.072957,BTC
2022-11-17,16662.13,16745.55,16414.14,16694.11,15450.218179,BTC
2022-11-18,16694.11,16995.0,16550.19,16698.08,17637.537713,BTC
2022-11-19,16698.08,16819.06,16562.06,16706.23,8977.90173,BTC
2022-11-20,16706.23,16748.1,16187.18,16287.14,16321.440864,BTC
2022-11-21,16287.14,16298.96,15487.64,15778.69,47178.387622,BTC
2022-11-22,15778.69,16300.0,15620.2,16222.14,32120.995013,BTC
2022-11-23,16222.14,16700.0,16162.94,16607.84,40829.640131,BTC
2022-11-24,16607.84,16804.0,16466.88,16598.9,18560.456454,BTC
2022-11-25,16598.9,16621.38,16350.02,16529.27,17602.439061,BTC
2022-11-26,16529.27,16699.16,16391.05,16455.03,17968.771694,BTC
2022-11-27,16455.03,16597.59,16408.64,16427.99,13471.451536,BTC
2022-11-28,16427.99,16485.58,16010.82,16214.19,34578.213383,BTC
2022-11-29,16214.19,16544.37,16100.99,16441.83,13756.510642,BTC
2022-11-30,16441.83,17240.0,16431.36,17165.51,12547.277695,BTC
2022-12-01,17165.51,17298.0,16871.26,16978.21,35843.28035,BTC
2022-12-02,16978.21,17101.19,16800.0,17092.93,32921.544139,BTC
2022-12-03,17092.93,17151.29,16861.78,16883.8,21828.689461,BTC
2022-12-04,16883.8,17192.4,16879.08,17111.01,51706.039148,BTC
2022-12-05,17111.01,17412.63,16871.79,16964.29,51978.559963,BTC
2022-12-06,16964.29,17102.99,16912.64,17086.41,23284.315004,BTC
2022-12-07,17086.41,17134.66,16700.48,16835.81,28608.288699,BTC
2022-12-08,16835.81,17296.32,16747.51,17224.8,26056.809259,BTC
2022-12-09,17224.8,17341.71,17072.0,17129.52,17544.956444,BTC
2022-12-10,17129.52,17220.52,17102.12,17126.06,9042.898667,BTC
2022-12-11,17126.06,17267.41,17080.01,17091.48,13538.646038,BTC
2022-12-12,17091.48,17238.42,16874.49,17210.7,15070.898186,BTC
2022-12-13,17210.7,17966.7,17086.76,17775.88,33166.738618,BTC
2022-12-14,17775.88,18393.88,17675.41,17799.93,19340.168774,BTC
2022-12-15,17799.93,17847.0,17290.3,17358.0,8982.707466,BTC
2022-12-16,17358.0,17525.0,16535.75,16631.94,30418.211907,BTC
2022-12-17,16631.94,16794.67,16582.59,16775.85,9826.595668,BTC
2022-12-18,16775.85,16841.67,16670.0,16738.72,13813.91383,BTC
2022-12-19,16738.72,16814.65,16267.0,16441.58,25793.811766,BTC
2022-12-20,16441.58,17049.87,16400.01,16895.72,27812.160632,BTC
2022-12-21,16895.72,16921.08,16732.45,16829.26,10674.010908,BTC
2022-12-22,16829.26,16865.75,16566.35,16822.47,12185.775572,BTC
2022-12-23,16822.47,16927.05,16765.58,16779.45,7453.464933,BTC
2022-12-24,16779.45,16859.07,16777.14,16834.55,3524.165747,BTC
2022-12-25,16834.55,16855.02,16727.53,16831.32,6385.501187,BTC
2022-12-26,16831.32,16938.66,16793.02,16916.77,9404.560644,BTC
2022-12-27,16916.77,16964.86,16602.82,16705.47,17918.297427,BTC
2022-12-28,16705.47,16782.18,16469.56,16546.52,10584.008559,BTC
2022-12-29,16546.52,16660.98,16490.52,16636.0,3760.638452,BTC
2022-12-30,16636.0,16661.2,16339.43,16608.02,11025.66977,BTC
2022-12-31,16608.02,16642.61,16477.09,16541.26,6146.893384,BTC
2023-01-01,16541.26,16626.53,16500.66,16617.0,4944.827846,BTC
2023-01-02,16617.0,16793.63,16550.9,16673.32,7200.341293,BTC
2023-01-03,16673.32,16776.63,16606.88,16674.3,7432.355391,BTC
2023-01-04,16674.3,16985.67,16655.69,16850.41,19881.774037,BTC
2023-01-05,16850.41,16878.32,16761.46,16831.72,4503.733884,BTC
2023-01-06,16831.72,17040.29,16688.0,16950.67,15238.179301,BTC
2023-01-07,16950.67,16980.83,16908.63,16943.59,3276.066749,BTC
2023-01-08,16943.59,17172.66,16912.0,17128.31,19001.393008,BTC
2023-01-09,17128.31,17395.39,17108.69,17178.31,9970.305898,BTC
2023-01-10,17178.31,17490.14,17150.0,17440.12,13470.766433,BTC
2023-01-11,17440.12,17996.99,17319.03,17942.41,33877.504377,BTC
2023-01-12,17942.41,19101.38,17900.0,18850.01,53103.48269,BTC
